Product Name,Price (PKR),Price (USD),Product Link,Image URL
"MATEIN Extra Large Backpack, 17 Inch Travel Laptop Backpack with USB Charging Port, Anti Theft TSA Friendly Business Work College Computer Backpack for Men Women, Black",N/A,"MATEIN Extra Large Backpack, 17 Inch Travel Laptop Backpack with USB Charging Port, Anti Theft TSA Friendly Business Work College Computer Backpack for Men Women, Black",/Backpack-Friendly-Bookbags-Compartment-Sleeve-Black/dp/B07N3WQ6H7/ref=sr_1_15?_encoding=UTF8&content-id=amzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd&dib=eyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE&dib_tag=se&keywords=travel+backpack&pd_rd_r=e82b5c2a-0af3-444a-b19b-0e0fccce123f&pd_rd_w=8BMah&pd_rd_wg=QSUHD&pf_rd_p=1faf5a75-f10d-481a-9299-d0fe2e7649bd&pf_rd_r=G1X99QSCDB5MC6WENGRX&qid=1727253233&sr=8-15,N/A
N/A,N/A,28.20,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/71xy16A4vPL._AC_UY218_.jpg
"LOVEVOOK Carry on Travel Backpack, 40L Waterproof Large 17inch Laptop Luggage Daypack as Personal Item Flight Approved, Business Weekender Overnight with 3 Packing Cubes, Grey",N/A,"LOVEVOOK Carry on Travel Backpack, 40L Waterproof Large 17inch Laptop Luggage Daypack as Personal Item Flight Approved, Business Weekender Overnight with 3 Packing Cubes, Grey",/LOVEVOOK-Backpack-Waterproof-Weekender-Overnight/dp/B0BM9JGH1J/ref=sr_1_16?_encoding=UTF8&content-id=amzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd&dib=eyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE&dib_tag=se&keywords=travel+backpack&pd_rd_r=e82b5c2a-0af3-444a-b19b-0e0fccce123f&pd_rd_w=8BMah&pd_rd_wg=QSUHD&pf_rd_p=1faf5a75-f10d-481a-9299-d0fe2e7649bd&pf_rd_r=G1X99QSCDB5MC6WENGRX&qid=1727253233&sr=8-16,https://m.media-amazon.com/images/I/11++B3A2NEL._SS200_.png
N/A,N/A,1 sustainability feature,N/A,https://m.media-amazon.com/images/I/11++B3A2NEL._SS200_.png
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/51MXIYDF75L._AC_UY218_.jpg
Lenovo Legion Active 17-inch Gaming Backpack - Black - Laptop Compartment - Durable & Water Resistant - Water Bottle Pocket,N/A,Sponsored,/sspa/click?ie=UTF8&spc=MTo2MzgzMjk3NDY4NTE5NzAzOjE3MjcyNTMyMzM6c3BfbXRmOjMwMDA4MTQyMTU3NzAwMjo6MDo6&url=%2FLenovo-Legion-Active-17-inch-Backpack%2Fdp%2FB0958NW1W9%2Fref%3Dsr_1_17_sspa%3F_encoding%3DUTF8%26content-id%3Damzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd%26dib%3DeyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE%26dib_tag%3Dse%26keywords%3Dtravel%2Bbackpack%26pd_rd_r%3De82b5c2a-0af3-444a-b19b-0e0fccce123f%26pd_rd_w%3D8BMah%26pd_rd_wg%3DQSUHD%26pf_rd_p%3D1faf5a75-f10d-481a-9299-d0fe2e7649bd%26pf_rd_r%3DG1X99QSCDB5MC6WENGRX%26qid%3D1727253233%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,N/A
N/A,N/A,Delivery,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/81wjylaCi4L._AC_UY218_.jpg
Travel Carry on Backpack 50L Expandable Flight Approved Backpacks 17.3 inch Laptop and USB Charging Port bags Water Resistant Business Back Pack for Women & Men,N/A,Travel Carry on Backpack 50L Expandable Flight Approved Backpacks 17.3 inch Laptop and USB Charging Port bags Water Resistant Business Back Pack for Women & Men,/TANGCORLE-Backpack-Expandable-Backpacks-Resistant/dp/B0BJVXFQSC/ref=sr_1_18?_encoding=UTF8&content-id=amzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd&dib=eyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE&dib_tag=se&keywords=travel+backpack&pd_rd_r=e82b5c2a-0af3-444a-b19b-0e0fccce123f&pd_rd_w=8BMah&pd_rd_wg=QSUHD&pf_rd_p=1faf5a75-f10d-481a-9299-d0fe2e7649bd&pf_rd_r=G1X99QSCDB5MC6WENGRX&qid=1727253233&sr=8-18,N/A
N/A,N/A,58.31,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/81nARniYlQL._AC_UY218_.jpg
"LOVEVOOK Carry on Backpack, 45L Extra Large Travel Backpack for Men & Women Airline Approved, Expandable Large Suitcase Backpacks With 4 Packing Cubes, Aer Travel Pack 3, Water Resistant Weekender Bag",N/A,"LOVEVOOK Carry on Backpack, 45L Extra Large Travel Backpack for Men & Women Airline Approved, Expandable Large Suitcase Backpacks With 4 Packing Cubes, Aer Travel Pack 3, Water Resistant Weekender Bag",/LOVEVOOK-Expandable-Backpacks-Resistant-Weekender/dp/B0B4D9JRL7/ref=sr_1_19?_encoding=UTF8&content-id=amzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd&dib=eyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE&dib_tag=se&keywords=travel+backpack&pd_rd_r=e82b5c2a-0af3-444a-b19b-0e0fccce123f&pd_rd_w=8BMah&pd_rd_wg=QSUHD&pf_rd_p=1faf5a75-f10d-481a-9299-d0fe2e7649bd&pf_rd_r=G1X99QSCDB5MC6WENGRX&qid=1727253233&sr=8-19,https://m.media-amazon.com/images/I/11++B3A2NEL._SS200_.png
N/A,N/A,1 sustainability feature,N/A,https://m.media-amazon.com/images/I/11++B3A2NEL._SS200_.png
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/71W0c-b6v1L._AC_UY218_.jpg
coofay Travel Backpack For Women Men Airline Approved Carry On Backpack Flight Approved Waterproof Sports Luggage Backpack Casual Daypack Small Hiking Backpack,N/A,coofay Travel Backpack For Women Men Airline Approved Carry On Backpack Flight Approved Waterproof Sports Luggage Backpack Casual Daypack Small Hiking Backpack,/coofay-Backpack-Airline-Approved-Waterproof/dp/B0B76D4NWW/ref=sr_1_20?_encoding=UTF8&content-id=amzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd&dib=eyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE&dib_tag=se&keywords=travel+backpack&pd_rd_r=e82b5c2a-0af3-444a-b19b-0e0fccce123f&pd_rd_w=8BMah&pd_rd_wg=QSUHD&pf_rd_p=1faf5a75-f10d-481a-9299-d0fe2e7649bd&pf_rd_r=G1X99QSCDB5MC6WENGRX&qid=1727253233&sr=8-20,N/A
N/A,N/A,30.09,N/A,N/A
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/71NIjRq0lLL._AC_UY218_.jpg
"LOVEVOOK Large Travel Backpack for Women, TSA Carry on Backpack for Airplanes, 40L Personal Item Travel Bag for Women fits 17"" Laptop,Waterproof Carry on Bag Airplane Approved with 3 Packing Cubes",N/A,"LOVEVOOK Large Travel Backpack for Women, TSA Carry on Backpack for Airplanes, 40L Personal Item Travel Bag for Women fits 17"" Laptop,Waterproof Carry on Bag Airplane Approved with 3 Packing Cubes",/LOVEVOOK-Backpack-Airplanes-Personal-Waterproof/dp/B0CL6K7M1K/ref=sr_1_21?_encoding=UTF8&content-id=amzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd&dib=eyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE&dib_tag=se&keywords=travel+backpack&pd_rd_r=e82b5c2a-0af3-444a-b19b-0e0fccce123f&pd_rd_w=8BMah&pd_rd_wg=QSUHD&pf_rd_p=1faf5a75-f10d-481a-9299-d0fe2e7649bd&pf_rd_r=G1X99QSCDB5MC6WENGRX&qid=1727253233&sr=8-21,https://m.media-amazon.com/images/I/11++B3A2NEL._SS200_.png
N/A,N/A,1 sustainability feature,N/A,https://m.media-amazon.com/images/I/11++B3A2NEL._SS200_.png
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/I/91T9XLjpDjL._AC_UY218_.jpg
ZOMAKE Ultra Lightweight Hiking Backpack 20L - Packable Small Backpacks Water Resistant Daypack for Women Men(Silver Gray),N/A,Sponsored,/sspa/click?ie=UTF8&spc=MTo2MzgzMjk3NDY4NTE5NzAzOjE3MjcyNTMyMzM6c3BfYnRmOjMwMDI4NTg2Mzk1OTEwMjo6MDo6&url=%2FZOMAKE-Lightweight-Packable-Backpack-Resistant%2Fdp%2FB08GK9DWQ9%2Fref%3Dsr_1_22_sspa%3F_encoding%3DUTF8%26content-id%3Damzn1.sym.1faf5a75-f10d-481a-9299-d0fe2e7649bd%26dib%3DeyJ2IjoiMSJ9.WRkHGWVvBKT8iPp5RgzUc1e-SLDsNRKBRO3dmYBrlOzB2W_cuzLppxpikScyDeYAba-KIsP7Cve32X-v-N9SSu2RgHsVbftBGovz7ZJT3k6D1LEMv_SllNW4LhN1pw29oRG4cCYkbDbKwKynrWFapdttRgknhtCgPDUvDM9ClgiPMpqIdnOXfWuJt8wTVhw8ddINJV9KNYJMcBO2yBV1-m76AwCSa3nWTolXtaYxEwU.ej2T-TIdkpem2D8NvKFwpQwUxS917cVAyTaCkkILHyE%26dib_tag%3Dse%26keywords%3Dtravel%2Bbackpack%26pd_rd_r%3De82b5c2a-0af3-444a-b19b-0e0fccce123f%26pd_rd_w%3D8BMah%26pd_rd_wg%3DQSUHD%26pf_rd_p%3D1faf5a75-f10d-481a-9299-d0fe2e7649bd%26pf_rd_r%3DG1X99QSCDB5MC6WENGRX%26qid%3D1727253233%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,N/A
N/A,N/A,Delivery,N/A,N/A
N/A,N/A,N/A,N/A,N/A
